ID,SPEAKER,ACC,REPETITION,TRIAL,INTERVAL,ONSET,OFFSET,INTSAMPLE,POSX,POSY,TOTSAMPLE,idx,CONDITION
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,11,56.2166430665895,13.0164777420768,11,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,12,55.9754306726429,13.7855024300403,12,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,13,55.6622091696929,14.6215805980514,13,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,1,55.2587021581531,15.4889998121789,14,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,2,54.7505936252817,16.3453576821935,15,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,3,54.1326951985769,17.1474043764972,16,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,4,53.4135418056866,17.8584370200259,17,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,5,52.6182260885751,18.4551435343,18,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,6,51.7878742148849,18.9304778872726,19,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,7,50.9747271406148,19.291202500406,20,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,2,375,382,8,50.2330626341764,19.5520446732865,21,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,3,383,389,1,49.608401149704,19.7301587730673,22,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,3,383,389,2,49.1279730632899,19.8427165019368,23,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,3,383,389,3,48.795607118218,19.9069510624223,24,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,3,383,389,4,48.5924414872402,19.9401754566426,25,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,3,383,389,5,48.4830995048503,19.9581046786978,26,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,3,383,389,6,48.4253241941018,19.972067983134,27,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,3,383,389,7,48.3801262803578,19.9871222953872,28,7,ki
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,1,54.2003332592852,10.3964895493417,1,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,2,54.2671174679332,10.5139150501357,2,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,3,54.3477156965828,10.6691739295927,3,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,4,54.4338065639471,10.8611093049097,4,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,5,54.5172782309858,11.0902991085285,5,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,6,54.5924387891418,11.3603782792817,6,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,7,54.6570475033064,11.6773467905524,7,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,8,54.7118059698253,12.0468000093576,8,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,9,54.7585568022456,12.4703163309147,9,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,10,54.7981816749344,12.9431545001949,10,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,11,54.8293665982951,13.4551742233251,11,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,12,54.848664883343,13.9945267233289,12,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,1,285,297,13,54.8514205689305,14.5518524057787,13,8,ka
PL1.deacc_kap_1_140,PL1,deacc,1,140,2,298,306,1,54.8329059964136,15.1216550634571,14,8,ka
